x1,x2,label
23.000865166795926,9.975602497478803,1.0
24.99336463119396,-13.99663501085741,1.0
24.822786254454847,-9.18265111046958,1.0
-8.974035821740344,-6.6792623458242435,1.0
1.7057719598860266,-12.635311754502743,1.0
8.590328128853763,3.0864553656568816,1.0
17.138977478252148,-9.69937050251885,1.0
22.121293068039027,7.111274061139722,1.0
5.732381692104211,-13.615837280101207,1.0
17.21100767611815,1.7340433114978626,1.0
12.889902492722,-0.01615569480802881,1.0
17.5163948297481,5.984838767803591,1.0
18.08070895250569,-13.415140167549982,1.0
-17.84816470580491,-18.860075820336036,1.0
22.07095877197112,-4.537048874838473,1.0
20.833217460548383,-24.89883637029709,1.0
9.9744303118595,-20.123766572603685,1.0
3.0445525322797207,-7.46187696397792,1.0
-19.295171756390673,-23.42805972781825,1.0
22.64050301865183,-10.562826281996413,1.0
-2.902541455748764,-12.048923386928417,1.0
19.436207319192423,-10.74697044673411,1.0
14.843705627817377,-16.026779941161195,1.0
-6.859411550713945,-20.605696761995247,1.0
-20.567301038662272,-15.030616084908639,1.0
-1.4023651024558825,-2.950140990113109,1.0
13.277571334431732,-24.362823316656623,1.0
9.033148208546443,-11.219868003823091,1.0
5.198991062892072,2.298642309364535,1.0
-14.510509472460859,-18.19386231599594,1.0
13.458130697686133,-1.2707873707245687,1.0
7.176268095441879,-3.0874813631542097,1.0
-1.8106146197129525,-12.558427308553183,1.0
-12.162031524399808,-23.85029676434473,1.0
21.62025435093523,-5.387049683271727,1.0
7.414368658861853,-7.1630237120086315,1.0
-1.5538081769026435,-22.09270640530203,1.0
15.830185127314483,-10.532937290047073,1.0
7.554567430712544,-17.314719138646666,1.0
3.9367184032574,-5.975013381027605,1.0
13.252481037522944,-22.43818863503896,1.0
20.61681543269398,-3.1478497153461182,1.0
16.66434487691889,8.000950993002453,1.0
9.484934874420548,-10.687711933218647,1.0
20.093443904785772,-22.238807493907757,1.0
21.364192407417338,-17.12796313014418,1.0
2.929214620677967,-2.441412152760086,1.0
4.4407403871434825,-21.91158424226325,1.0
11.968889445746578,-24.515802517167224,1.0
24.114649824519425,-22.705319866976676,1.0
3.340254130153064,-20.027384986650524,1.0
-7.483151326523957,-5.276826872840462,1.0
-5.635856788468302,-4.86504137996096,1.0
3.1454126450682796,-9.486421809529084,1.0
-13.52747121862774,-17.516004684293936,1.0
13.233999556821951,-8.502797299264063,1.0
21.094663684144844,-5.012103199788637,1.0
-16.099277127146017,-20.0980757839469,1.0
-19.88686028302077,-20.366142312793066,1.0
11.251853966564429,-6.442668260865769,1.0
-23.270173336116418,-24.089740711390757,1.0
-9.114217760005483,-6.243584382477152,1.0
7.075176350332707,-17.320464810970815,1.0
11.65295720386965,-10.630342593505693,1.0
-6.543357179013548,-24.163412536424694,1.0
17.649309934947592,-9.525452066613216,1.0
3.1463548359135785,-20.453368732011455,1.0
14.630079060829987,-23.53952553411086,1.0
10.576482815822247,-0.9747618442538242,1.0
15.050803822164688,2.4437069633470143,1.0
-14.711420775545825,-11.46293458243034,1.0
24.506288617852967,13.192711460035234,1.0
24.276584624138923,-12.990286778496952,1.0
19.929779059925444,1.274216241736692,1.0
0.37600300343395565,-3.068335840233649,1.0
-12.678916389533768,-18.06835777023783,1.0
8.869237494872683,6.775168304527135,1.0
23.68715530325593,-21.752874954453876,1.0
4.698148442803457,-17.084233294327618,1.0
-8.82152935985801,-3.987111630233703,1.0
-16.686671997185293,-16.99775215472516,1.0
-6.188708612498206,-13.68690205729366,1.0
-10.372325386255104,-4.069709369782343,1.0
15.292604293413536,-24.450262817887303,1.0
-22.95246942107905,-24.9890647113789,1.0
18.415333961802066,-19.66358287967181,1.0
19.252727494773296,7.633827293994671,1.0
-16.46943356703987,-24.188719566614132,1.0
-17.788160246949325,-16.46949176009196,1.0
19.64298230816733,-14.998829925174034,1.0
-1.6419760529249983,-17.253898916559578,1.0
-15.443579415350229,-7.3448266020882444,1.0
17.54280201924515,-11.069368262853057,1.0
7.815394433678296,-9.03606965696318,1.0
-20.31221901409038,-23.348193230525283,1.0
4.565225947874218,-17.58192929271467,1.0
24.653204837012986,3.142357781172805,1.0
-4.56941943150807,-24.64159763109669,1.0
2.3778101902395763,-19.113428018906692,1.0
10.018730263833508,-24.670294972353084,1.0
8.06189087136322,7.3355949439781964,-1.0
-17.41927516369507,3.5412113563112024,-1.0
-4.511291320448035,19.676773471898795,-1.0
-8.91412195608367,3.4868048357086847,-1.0
-21.367769945640262,6.907728284461739,-1.0
-14.632252927307299,-2.9309459018961315,-1.0
20.95459272962168,18.872317152525177,-1.0
-2.257326721046171,1.5471070247694896,-1.0
-17.049419174624198,-1.6913566965385651,-1.0
-13.647007783087062,18.475517278146018,-1.0
-0.49517578473514123,17.05741962986002,-1.0
-6.537160660028424,21.21097787027591,-1.0
13.832111291073312,16.81172987584518,-1.0
-24.59754616472595,-7.198308387803443,-1.0
4.073247392517709,7.163135156403283,-1.0
-17.91966300045796,0.5994222967827145,-1.0
-13.147587262314115,7.043645321911734,-1.0
-0.7461187744660591,16.64836443338112,-1.0
-8.964298236446439,10.253658951688283,-1.0
-11.730002653118204,14.262429064223781,-1.0
-9.57857833592069,11.197609171562078,-1.0
9.154166101430732,19.652804972905315,-1.0
-4.1350332760315025,21.252181683835907,-1.0
-2.304615386804809,13.446953913081389,-1.0
-10.5154040627151,12.12319563934306,-1.0
-0.8840011989838858,13.510939690109346,-1.0
-16.838590253735358,22.019031365153857,-1.0
5.2615424375120625,6.773821387297829,-1.0
-3.898174744034649,9.784052950036337,-1.0
-14.140469710542892,4.401068643983653,-1.0
-20.055056766366334,17.925098958411628,-1.0
-21.710385996653326,4.05564914810625,-1.0
-14.58572922212667,-4.1214752105593,-1.0
8.69540046964189,12.680293757123607,-1.0
23.213178494947,19.915483542184127,-1.0
11.839933182694995,8.482790381735722,-1.0
1.0079659680185649,16.947596076161847,-1.0
-19.30871285740109,-6.237988250061638,-1.0
1.1224847921256775,22.050936950725053,-1.0
-2.7935139621514837,21.253539282285296,-1.0
-7.715813920459825,24.496232974923803,-1.0
13.240266205651341,19.66355635938615,-1.0
-8.768649486110503,5.716679713384487,-1.0
-1.8048173913220666,20.06703457768856,-1.0
-12.407520322546956,2.6751352699169173,-1.0
4.153948336759827,11.909968130151032,-1.0
14.975553711433442,18.642820182996196,-1.0
11.484611352650397,23.02947711751817,-1.0
-14.229818362242813,-3.023610782931213,-1.0
6.621402519125996,16.16751425146853,-1.0
5.044327866462489,18.067686652271163,-1.0
-21.496256159386544,14.47014202558632,-1.0
-4.575299351196987,6.31916131837254,-1.0
0.33396652912204283,19.1244101711462,-1.0
-1.7591434572537035,3.0558499069020693,-1.0
-10.160793942637019,7.539076285156321,-1.0
-9.644294351298088,24.09498045985572,-1.0
24.645568782816568,24.809320114982715,-1.0
1.530027949476559,9.008518162805828,-1.0
-5.06085125943454,14.749224341692829,-1.0
6.541238809771915,10.262716129406918,-1.0
-3.4553835012787415,19.447850524194465,-1.0
9.78087048301703,10.268881333763623,-1.0
8.509072124469352,20.177046771288694,-1.0
-12.083946397752488,8.348156032617188,-1.0
19.592232544084805,22.012121055771967,-1.0
16.10862557040181,16.412470238453796,-1.0
15.279133594168986,10.522372545548976,-1.0
-24.045022627438662,8.305907464530376,-1.0
-12.27245967250748,0.9308685176752041,-1.0
2.5002678688548996,12.394955061289753,-1.0
17.152183507386255,21.865295793476886,-1.0
3.228102548944922,19.479768772565308,-1.0
-16.776901626265456,17.687366954875923,-1.0
5.559701382691262,16.31994610947264,-1.0
-5.47914094063901,23.678757154897273,-1.0
-9.806242581415175,21.90710920117124,-1.0
-11.53067505776072,9.166191744206248,-1.0
-17.89806527731701,20.742725153751024,-1.0
-9.815070770628331,0.4102336276541496,-1.0
18.84752411435114,13.19641164577786,-1.0
-18.91016677488611,24.314569514457606,-1.0
-14.882760169899878,13.189028191508761,-1.0
-7.454751993724107,24.716084788075566,-1.0
-16.241254241104087,18.718649886444677,-1.0
-6.916766676652619,24.00427539317996,-1.0
13.385535120746406,10.924985975193502,-1.0
20.25732372601336,24.632341895390454,-1.0
7.07345322948294,13.848305206829197,-1.0
18.86347635296876,19.35378326332307,-1.0
-12.462797113297746,8.307156161415152,-1.0
-9.666693796610993,-0.7731497541615562,-1.0
-8.029422084697519,15.294370644361177,-1.0
-0.5989468086536387,14.70616073405846,-1.0
7.633470512550833,20.11642869239522,-1.0
-24.681500542334355,17.406742064735198,-1.0
-24.870689047438514,6.925395064396706,-1.0
20.000910914427262,14.689026133845335,-1.0
-14.924066892647081,-3.51403891467979,-1.0
8.06273166355434,14.166395508776992,-1.0
